,Xcoord,Ycoord,Label,Zcoord,ImageName
934,1063,823,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
935,1113,772,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
936,1111,806,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
937,1113,834,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
938,876,1156,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
939,897,1139,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
940,917,1121,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
941,943,1108,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
942,969,1089,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
943,1711,1510,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
944,1722,1526,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
945,1729,1542,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
946,1738,1565,C1_fibers,13,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-3
947,10,420,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
948,35,404,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
949,62,402,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
950,95,399,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
951,113,395,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
952,111,326,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
953,138,331,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
954,161,344,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
955,97,547,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
956,122,528,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
957,141,505,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
958,161,489,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
959,191,464,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
960,210,443,C1_fibers,12,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-10
961,330,1067,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
962,340,1079,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
963,350,1092,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
964,360,1109,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
965,377,1125,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
966,390,1137,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
967,412,1156,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
968,420,1179,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
969,572,1368,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
970,571,1383,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
971,562,1403,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
972,597,1432,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
973,619,1430,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
974,634,1425,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
975,659,1433,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
976,213,1258,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
977,238,1271,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
978,268,1289,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
979,301,1301,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
980,323,1311,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
981,350,1320,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
982,373,1330,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
983,398,1330,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
984,311,1353,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
985,335,1353,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
986,362,1351,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
987,387,1343,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
988,402,1345,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
989,1009,637,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
990,1004,659,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
991,1004,684,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
992,997,709,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
993,996,727,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
994,992,744,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
995,987,756,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
996,977,789,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
997,969,828,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
998,966,839,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
999,966,856,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1000,972,889,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1001,971,903,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1002,1183,1012,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1003,1182,1027,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1004,1178,1053,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1005,1175,1082,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1006,1166,1125,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1007,1163,1144,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1008,1135,1228,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1009,1131,1251,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1010,1125,1276,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1011,1115,1310,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1012,1108,1336,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1013,1101,1355,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1014,1089,1385,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1015,1083,1410,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1016,726,1507,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1017,735,1515,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1018,750,1524,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1019,773,1549,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1020,788,1572,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1021,522,1065,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1022,531,1090,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1023,532,1115,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1024,536,1139,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1025,546,1171,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1026,551,1196,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1027,1046,294,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1028,1046,322,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1029,1046,346,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1030,1043,371,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1031,1039,418,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1032,1034,451,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1033,1031,474,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1034,1051,448,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1035,1051,468,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1036,1054,493,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1037,1059,528,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1038,1059,566,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1039,1061,595,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1040,1039,561,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1041,1054,511,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1042,1063,464,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1043,1069,429,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1044,1076,413,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1045,592,1032,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1046,594,1053,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1047,608,1097,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1048,606,1120,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1049,606,1146,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1050,611,1179,C1_fibers,17,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-3
1051,849,856,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1052,872,861,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1053,894,878,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1054,907,891,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1055,925,906,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1056,944,908,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1057,1073,915,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1058,1084,928,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1059,1096,943,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1060,1135,971,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1061,827,1266,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1062,842,1276,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1063,854,1289,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1064,879,1315,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1065,889,1325,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1066,910,1340,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1067,931,1365,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1068,949,1383,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1069,964,1392,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1070,874,1253,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1071,900,1258,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1072,931,1261,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1073,957,1269,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1074,582,925,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1075,584,948,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1076,589,970,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1077,591,995,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1078,599,1010,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1079,691,68,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1080,731,76,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1081,773,98,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1082,812,115,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1083,833,128,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1084,859,146,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1085,296,90,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1086,301,111,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1087,331,148,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1088,360,163,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1089,377,197,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1090,397,210,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1091,408,230,C1_fibers,15,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-10
1092,587,792,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1093,619,787,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1094,653,784,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1095,678,781,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1096,700,781,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1097,730,779,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1098,750,754,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1099,768,741,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1100,922,893,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1101,959,898,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1102,999,900,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1103,1053,905,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1104,1100,921,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1105,1143,921,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1106,1177,923,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1107,1203,933,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1108,1640,1622,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1109,1653,1611,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1110,1677,1604,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1111,1700,1594,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1112,1667,1698,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1113,1684,1686,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1114,1699,1679,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1115,1715,1669,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1116,1737,1666,C1_fibers,16,5500000127_63x_20190620_Capture1-Capture1-B2[144]Montage-11
1117,972,1026,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1118,984,1036,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1119,993,1041,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1120,1005,1048,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1121,1015,1064,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1122,1025,1072,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1123,1072,932,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1124,1082,941,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1125,1094,951,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1126,1105,957,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1127,1318,933,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1128,1336,945,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1129,1351,954,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1130,1360,961,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1131,1373,964,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1132,1390,971,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1133,1261,978,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1134,1273,974,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1135,1291,971,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1136,1304,971,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1137,1266,942,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1138,1284,944,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1139,1297,950,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1140,1317,954,C1_fibers,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1141,1024,1245,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1142,1044,1253,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1143,1060,1265,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1144,1067,1276,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1145,1083,1289,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1146,1100,1301,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1147,1024,1258,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1148,1032,1269,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1149,1047,1277,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1150,1062,1287,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1151,1075,1303,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1152,1068,1253,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1153,1075,1261,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1154,1089,1273,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1155,1103,1285,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1156,1120,1298,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1157,1156,1289,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1158,1170,1299,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1159,1178,1304,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1160,1194,1319,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1161,1205,1326,C1_fibers,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
1162,104,493,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1163,104,524,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1164,107,547,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1165,113,564,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1166,118,593,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1167,136,625,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1168,141,648,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1169,736,245,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1170,765,266,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1171,799,291,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1172,851,314,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1173,888,332,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1174,1150,1372,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1175,1193,1363,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1176,1225,1349,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1177,1265,1346,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1178,1308,1337,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1179,1328,1337,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1180,176,1366,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1181,196,1346,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1182,207,1329,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1183,225,1317,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1184,242,1306,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1185,262,1277,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1186,273,1248,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1187,273,1217,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1188,288,1194,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1189,1044,1471,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1190,1067,1471,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1191,1103,1480,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1192,1124,1483,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1193,1149,1493,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1194,1047,1505,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1195,1062,1513,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1196,1081,1515,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1197,1111,1528,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1198,1124,1533,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1199,1149,1545,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1200,1149,1454,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1201,1171,1454,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1202,1190,1456,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1203,1220,1461,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1204,1245,1475,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1205,1416,583,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1206,1435,578,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1207,1458,571,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1208,1485,568,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1209,1510,560,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1210,208,384,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1211,227,410,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1212,253,433,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
1213,277,461,C1_fibers,14,5500000124_63x_20190620_Capture1-Capture1-B2[144]Montage-5
