fov_id,original_fov_location,2D_fov_tiff_path
1006,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 26,2D_fov_tiff_path/e6baacec_5500000013_63X_20190807_S1_P26_B5_annotations_corrected.tiff
1007,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 27,2D_fov_tiff_path/98abfd8e_5500000013_63X_20190807_S1_P27_B5_annotations_corrected.tiff
1008,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 28,2D_fov_tiff_path/f3f0a093_5500000013_63X_20190807_S1_P28_B5_annotations_corrected.tiff
1009,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 29,2D_fov_tiff_path/c6e0039d_5500000013_63X_20190807_S1_P29_B5_annotations_corrected.tiff
1010,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 3,2D_fov_tiff_path/34912a10_5500000013_63X_20190807_S1_P3_B5_annotations_corrected.tiff
1011,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 30,2D_fov_tiff_path/14e749bc_5500000013_63X_20190807_S1_P30_B5_annotations_corrected.tiff
1012,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 4,2D_fov_tiff_path/374847fc_5500000013_63X_20190807_S1_P4_B5_annotations_corrected.tiff
1013,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 5,2D_fov_tiff_path/0e2cf314_5500000013_63X_20190807_S1_P5_B5_annotations_corrected.tiff
1014,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 6,2D_fov_tiff_path/e3f49aec_5500000013_63X_20190807_S1_P6_B5_annotations_corrected.tiff
1015,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 7,2D_fov_tiff_path/772b0c4c_5500000013_63X_20190807_S1_P7_B5_annotations_corrected.tiff
1016,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 8,2D_fov_tiff_path/20b19d71_5500000013_63X_20190807_S1_P8_B5_annotations_corrected.tiff
1017,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 9,2D_fov_tiff_path/74c05697_5500000013_63X_20190807_S1_P9_B5_annotations_corrected.tiff
1018,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 1,2D_fov_tiff_path/a323b9f9_5500000013_63X_20190807_S2_P1_C2_annotations_corrected.tiff
1019,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 10,2D_fov_tiff_path/a8764204_5500000013_63X_20190807_S2_P10_C2_annotations_corrected.tiff
1020,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 11,2D_fov_tiff_path/1194e093_5500000013_63X_20190807_S2_P11_C2_annotations_corrected.tiff
1021,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 12,2D_fov_tiff_path/5660435d_5500000013_63X_20190807_S2_P12_C2_annotations_corrected.tiff
1022,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 13,2D_fov_tiff_path/87ce2c3f_5500000013_63X_20190807_S2_P13_C2_annotations_corrected.tiff
1023,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 14,2D_fov_tiff_path/385fec2b_5500000013_63X_20190807_S2_P14_C2_annotations_corrected.tiff
1024,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 15,2D_fov_tiff_path/46b84ae5_5500000013_63X_20190807_S2_P15_C2_annotations_corrected.tiff
1025,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 16,2D_fov_tiff_path/385a1966_5500000013_63X_20190807_S2_P16_C2_annotations_corrected.tiff
1026,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 17,2D_fov_tiff_path/6509a3cb_5500000013_63X_20190807_S2_P17_C2_annotations_corrected.tiff
1027,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 18,2D_fov_tiff_path/841e6937_5500000013_63X_20190807_S2_P18_C2_annotations_corrected.tiff
1028,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 19,2D_fov_tiff_path/c4d144fe_5500000013_63X_20190807_S2_P19_C2_annotations_corrected.tiff
1029,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 2,2D_fov_tiff_path/2a2f9971_5500000013_63X_20190807_S2_P2_C2_annotations_corrected.tiff
1030,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 20,2D_fov_tiff_path/a91d1e51_5500000013_63X_20190807_S2_P20_C2_annotations_corrected.tiff
1031,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 21,2D_fov_tiff_path/b18c251f_5500000013_63X_20190807_S2_P21_C2_annotations_corrected.tiff
1032,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 22,2D_fov_tiff_path/59ab7c66_5500000013_63X_20190807_S2_P22_C2_annotations_corrected.tiff
1033,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 23,2D_fov_tiff_path/05eff302_5500000013_63X_20190807_S2_P23_C2_annotations_corrected.tiff
1034,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 24,2D_fov_tiff_path/fc60cd3a_5500000013_63X_20190807_S2_P24_C2_annotations_corrected.tiff
1035,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 25,2D_fov_tiff_path/7fda17f7_5500000013_63X_20190807_S2_P25_C2_annotations_corrected.tiff
1036,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 26,2D_fov_tiff_path/3cc58ba3_5500000013_63X_20190807_S2_P26_C2_annotations_corrected.tiff
1037,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 27,2D_fov_tiff_path/0cd855db_5500000013_63X_20190807_S2_P27_C2_annotations_corrected.tiff
1038,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 28,2D_fov_tiff_path/dd54d7e5_5500000013_63X_20190807_S2_P28_C2_annotations_corrected.tiff
1039,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 29,2D_fov_tiff_path/c22a601e_5500000013_63X_20190807_S2_P29_C2_annotations_corrected.tiff
1040,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 3,2D_fov_tiff_path/4c11e04d_5500000013_63X_20190807_S2_P3_C2_annotations_corrected.tiff
1041,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 30,2D_fov_tiff_path/5d912d1f_5500000013_63X_20190807_S2_P30_C2_annotations_corrected.tiff
1042,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 4,2D_fov_tiff_path/0163aa43_5500000013_63X_20190807_S2_P4_C2_annotations_corrected.tiff
1043,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 5,2D_fov_tiff_path/eae121f3_5500000013_63X_20190807_S2_P5_C2_annotations_corrected.tiff
1044,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 6,2D_fov_tiff_path/e2519486_5500000013_63X_20190807_S2_P6_C2_annotations_corrected.tiff
1045,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 7,2D_fov_tiff_path/3a320180_5500000013_63X_20190807_S2_P7_C2_annotations_corrected.tiff
1046,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 8,2D_fov_tiff_path/6f0f685c_5500000013_63X_20190807_S2_P8_C2_annotations_corrected.tiff
1047,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C2 [144] Montage - 9,2D_fov_tiff_path/2a894d20_5500000013_63X_20190807_S2_P9_C2_annotations_corrected.tiff
1048,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 1,2D_fov_tiff_path/6d1bf68a_5500000013_63X_20190807_S2_P1_C3_annotations_corrected.tiff
1049,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 10,2D_fov_tiff_path/6dbce628_5500000013_63X_20190807_S2_P10_C3_annotations_corrected.tiff
1050,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 11,2D_fov_tiff_path/8b579b6a_5500000013_63X_20190807_S2_P11_C3_annotations_corrected.tiff
1051,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 12,2D_fov_tiff_path/031dc61a_5500000013_63X_20190807_S2_P12_C3_annotations_corrected.tiff
1052,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 13,2D_fov_tiff_path/3a48403c_5500000013_63X_20190807_S2_P13_C3_annotations_corrected.tiff
1053,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 14,2D_fov_tiff_path/11670440_5500000013_63X_20190807_S2_P14_C3_annotations_corrected.tiff
1054,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 15,2D_fov_tiff_path/f46660b9_5500000013_63X_20190807_S2_P15_C3_annotations_corrected.tiff
1055,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 16,2D_fov_tiff_path/fe9cccba_5500000013_63X_20190807_S2_P16_C3_annotations_corrected.tiff
1056,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 17,2D_fov_tiff_path/4d890535_5500000013_63X_20190807_S2_P17_C3_annotations_corrected.tiff
1057,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 18,2D_fov_tiff_path/ec6908ba_5500000013_63X_20190807_S2_P18_C3_annotations_corrected.tiff
1058,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 19,2D_fov_tiff_path/058d7ccc_5500000013_63X_20190807_S2_P19_C3_annotations_corrected.tiff
1059,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 2,2D_fov_tiff_path/e4f4545d_5500000013_63X_20190807_S2_P2_C3_annotations_corrected.tiff
1060,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 20,2D_fov_tiff_path/05e5d885_5500000013_63X_20190807_S2_P20_C3_annotations_corrected.tiff
1061,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 21,2D_fov_tiff_path/84b56c73_5500000013_63X_20190807_S2_P21_C3_annotations_corrected.tiff
1062,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 22,2D_fov_tiff_path/a50cb9ac_5500000013_63X_20190807_S2_P22_C3_annotations_corrected.tiff
1063,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 23,2D_fov_tiff_path/b139b821_5500000013_63X_20190807_S2_P23_C3_annotations_corrected.tiff
1065,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 25,2D_fov_tiff_path/74a9ccd5_5500000013_63X_20190807_S2_P25_C3_annotations_corrected.tiff
1066,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 26,2D_fov_tiff_path/9e8c09b4_5500000013_63X_20190807_S2_P26_C3_annotations_corrected.tiff
1067,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 27,2D_fov_tiff_path/8c44204b_5500000013_63X_20190807_S2_P27_C3_annotations_corrected.tiff
1068,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 28,2D_fov_tiff_path/5c2b8632_5500000013_63X_20190807_S2_P28_C3_annotations_corrected.tiff
1069,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 29,2D_fov_tiff_path/45369f15_5500000013_63X_20190807_S2_P29_C3_annotations_corrected.tiff
1070,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 3,2D_fov_tiff_path/e80f7b57_5500000013_63X_20190807_S2_P3_C3_annotations_corrected.tiff
1071,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 30,2D_fov_tiff_path/6950dfc1_5500000013_63X_20190807_S2_P30_C3_annotations_corrected.tiff
1072,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 4,2D_fov_tiff_path/db4a25d0_5500000013_63X_20190807_S2_P4_C3_annotations_corrected.tiff
1073,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 5,2D_fov_tiff_path/9905dd36_5500000013_63X_20190807_S2_P5_C3_annotations_corrected.tiff
1074,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 6,2D_fov_tiff_path/a2cc22be_5500000013_63X_20190807_S2_P6_C3_annotations_corrected.tiff
1075,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 7,2D_fov_tiff_path/ed3711a3_5500000013_63X_20190807_S2_P7_C3_annotations_corrected.tiff
1076,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 8,2D_fov_tiff_path/e9703fc8_5500000013_63X_20190807_S2_P8_C3_annotations_corrected.tiff
1077,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C3 [144] Montage - 9,2D_fov_tiff_path/ed8c65e0_5500000013_63X_20190807_S2_P9_C3_annotations_corrected.tiff
1078,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 1,2D_fov_tiff_path/545c7a29_5500000013_63X_20190807_S2_P1_C4_annotations_corrected.tiff
1079,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 10,2D_fov_tiff_path/160ccdb0_5500000013_63X_20190807_S2_P10_C4_annotations_corrected.tiff
1080,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 11,2D_fov_tiff_path/566ad197_5500000013_63X_20190807_S2_P11_C4_annotations_corrected.tiff
1081,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 12,2D_fov_tiff_path/f6b33719_5500000013_63X_20190807_S2_P12_C4_annotations_corrected.tiff
1082,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 13,2D_fov_tiff_path/c086d454_5500000013_63X_20190807_S2_P13_C4_annotations_corrected.tiff
1083,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 14,2D_fov_tiff_path/e91385f6_5500000013_63X_20190807_S2_P14_C4_annotations_corrected.tiff
1084,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 15,2D_fov_tiff_path/d838a744_5500000013_63X_20190807_S2_P15_C4_annotations_corrected.tiff
1085,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 16,2D_fov_tiff_path/d6e68986_5500000013_63X_20190807_S2_P16_C4_annotations_corrected.tiff
1086,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 17,2D_fov_tiff_path/6f0d90c8_5500000013_63X_20190807_S2_P17_C4_annotations_corrected.tiff
1087,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 18,2D_fov_tiff_path/7f1d36b6_5500000013_63X_20190807_S2_P18_C4_annotations_corrected.tiff
1088,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 19,2D_fov_tiff_path/5b9dd9a6_5500000013_63X_20190807_S2_P19_C4_annotations_corrected.tiff
1089,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 2,2D_fov_tiff_path/376f67ae_5500000013_63X_20190807_S2_P2_C4_annotations_corrected.tiff
1090,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 20,2D_fov_tiff_path/78c31e0a_5500000013_63X_20190807_S2_P20_C4_annotations_corrected.tiff
1091,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 21,2D_fov_tiff_path/03ba5cfc_5500000013_63X_20190807_S2_P21_C4_annotations_corrected.tiff
1092,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 22,2D_fov_tiff_path/0d5bd8e2_5500000013_63X_20190807_S2_P22_C4_annotations_corrected.tiff
1093,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 23,2D_fov_tiff_path/efafb2ba_5500000013_63X_20190807_S2_P23_C4_annotations_corrected.tiff
1094,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 24,2D_fov_tiff_path/5b2fd377_5500000013_63X_20190807_S2_P24_C4_annotations_corrected.tiff
1095,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 25,2D_fov_tiff_path/8d26e048_5500000013_63X_20190807_S2_P25_C4_annotations_corrected.tiff
1096,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 26,2D_fov_tiff_path/9d2d90e8_5500000013_63X_20190807_S2_P26_C4_annotations_corrected.tiff
1097,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 27,2D_fov_tiff_path/48831880_5500000013_63X_20190807_S2_P27_C4_annotations_corrected.tiff
1098,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 28,2D_fov_tiff_path/50e6258b_5500000013_63X_20190807_S2_P28_C4_annotations_corrected.tiff
1099,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 29,2D_fov_tiff_path/315dd838_5500000013_63X_20190807_S2_P29_C4_annotations_corrected.tiff
1100,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 3,2D_fov_tiff_path/5403d520_5500000013_63X_20190807_S2_P3_C4_annotations_corrected.tiff
1101,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 30,2D_fov_tiff_path/9b47eaac_5500000013_63X_20190807_S2_P30_C4_annotations_corrected.tiff
1102,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 4,2D_fov_tiff_path/c03aca13_5500000013_63X_20190807_S2_P4_C4_annotations_corrected.tiff
1103,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 5,2D_fov_tiff_path/7345ac38_5500000013_63X_20190807_S2_P5_C4_annotations_corrected.tiff
1104,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 6,2D_fov_tiff_path/ba8d766f_5500000013_63X_20190807_S2_P6_C4_annotations_corrected.tiff
1105,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 7,2D_fov_tiff_path/cf8ae2b5_5500000013_63X_20190807_S2_P7_C4_annotations_corrected.tiff
1106,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 8,2D_fov_tiff_path/006167ed_5500000013_63X_20190807_S2_P8_C4_annotations_corrected.tiff
1107,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C4 [144] Montage - 9,2D_fov_tiff_path/e68dcab7_5500000013_63X_20190807_S2_P9_C4_annotations_corrected.tiff
1108,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 1,2D_fov_tiff_path/cfcbdaff_5500000013_63X_20190807_S2_P1_C5_annotations_corrected.tiff
1109,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 10,2D_fov_tiff_path/873faed2_5500000013_63X_20190807_S2_P10_C5_annotations_corrected.tiff
1110,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 11,2D_fov_tiff_path/2f578a96_5500000013_63X_20190807_S2_P11_C5_annotations_corrected.tiff
1111,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 12,2D_fov_tiff_path/6d4dbf6f_5500000013_63X_20190807_S2_P12_C5_annotations_corrected.tiff
1112,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 13,2D_fov_tiff_path/fabf91b9_5500000013_63X_20190807_S2_P13_C5_annotations_corrected.tiff
1113,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 14,2D_fov_tiff_path/4aabecf8_5500000013_63X_20190807_S2_P14_C5_annotations_corrected.tiff
